id,transaction_id,priority,status,reason,created_step,unread,contact
RC00000448,TX0000042876,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,468,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000449,TX0000042923,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,515,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000450,TX0000043034,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,626,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000451,TX0000043071,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,663,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000452,TX0000043229,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,77,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000453,TX0000043266,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,114,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000454,TX0000043424,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,272,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000455,TX0000043539,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,387,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000456,TX0000043572,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,420,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000457,TX0000043646,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,494,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000458,TX0000043683,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,531,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000459,TX0000043693,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,541,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000460,TX0000043804,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,652,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000461,TX0000043841,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,689,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000462,TX0000043999,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,103,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000463,TX0000044036,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,140,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000464,TX0000044342,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,446,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000465,TX0000044416,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,520,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000466,TX0000044453,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,557,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000467,TX0000044574,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,678,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000468,TX0000044611,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,715,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000469,TX0000044769,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,129,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000470,TX0000044806,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,166,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000471,TX0000044991,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,351,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000472,TX0000045112,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,472,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000473,TX0000045186,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,546,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000474,TX0000045223,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,583,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000475,TX0000045344,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,704,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000476,TX0000045381,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,741,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000477,TX0000045539,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,155,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000478,TX0000045576,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,192,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000479,TX0000045641,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,257,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000480,TX0000045761,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,377,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000481,TX0000045882,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,498,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000482,TX0000045956,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,572,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000483,TX0000045993,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,609,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000484,TX0000046114,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,730,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000485,TX0000046151,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,23,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000486,TX0000046346,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,218,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000487,TX0000046411,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,283,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000488,TX0000046531,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,403,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000489,TX0000046568,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,440,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000490,TX0000046652,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,524,1,Risk operations review requested for elevated merchant and amount pattern.
