case_id,action_type,action_detail,status
RC00000431,Write pattern memory,Persist cluster_RING_151 as a future recall signal.,recommended
RC00000432,Manual review,Review USD 3591.50 transaction before release.,recommended
RC00000432,Write risk note,Persist cluster_RING_152 as an elevated-risk signal.,recommended
RC00000433,Manual review,Review USD 3431.00 transaction before release.,recommended
RC00000433,Write risk note,Persist cluster_RING_153 as an elevated-risk signal.,recommended
RC00000434,Manual review,Review USD 3740.00 transaction before release.,recommended
RC00000434,Write risk note,Persist cluster_RING_154 as an elevated-risk signal.,recommended
RC00000435,Manual review,Review USD 3465.00 transaction before release.,recommended
RC00000435,Write risk note,Persist cluster_RING_155 as an elevated-risk signal.,recommended
RC00000436,Manual review,Review USD 2999.80 transaction before release.,recommended
RC00000436,Write risk note,Persist cluster_RING_156 as an elevated-risk signal.,recommended
RC00000437,Manual review,Review USD 2893.50 transaction before release.,recommended
RC00000437,Write risk note,Persist cluster_RING_157 as an elevated-risk signal.,recommended
RC00000438,Manual review,Review USD 6657.00 transaction before release.,recommended
RC00000438,Write risk note,Persist cluster_RING_158 as an elevated-risk signal.,recommended
RC00000439,Manual review,Review USD 1066.00 transaction before release.,recommended
RC00000439,Write risk note,Persist cluster_RING_159 as an elevated-risk signal.,recommended
RC00000440,Hold transaction,Keep USD 5536.00 held pending fraud-ops review.,recommended
RC00000440,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000440,Write pattern memory,Persist cluster_RING_160 as a future recall signal.,recommended
RC00000441,Manual review,Review USD 5076.50 transaction before release.,recommended
RC00000441,Write risk note,Persist cluster_RING_161 as an elevated-risk signal.,recommended
RC00000442,Manual review,Review USD 470.00 transaction before release.,recommended
RC00000442,Write risk note,Persist cluster_RING_162 as an elevated-risk signal.,recommended
RC00000443,Manual review,Review USD 4090.00 transaction before release.,recommended
RC00000443,Write risk note,Persist cluster_RING_163 as an elevated-risk signal.,recommended
RC00000444,Manual review,Review USD 3759.00 transaction before release.,recommended
RC00000444,Write risk note,Persist cluster_RING_164 as an elevated-risk signal.,recommended
RC00000445,Manual review,Review USD 3208.50 transaction before release.,recommended
RC00000445,Write risk note,Persist cluster_RING_165 as an elevated-risk signal.,recommended
RC00000446,Hold transaction,Keep USD 16704.00 held pending fraud-ops review.,recommended
RC00000446,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000446,Write pattern memory,Persist cluster_RING_166 as a future recall signal.,recommended
RC00000447,Manual review,Review USD 847.00 transaction before release.,recommended
RC00000447,Write risk note,Persist cluster_RING_167 as an elevated-risk signal.,recommended
RC00000448,Manual review,Review USD 1430.00 transaction before release.,recommended
RC00000448,Write risk note,Persist cluster_RING_168 as an elevated-risk signal.,recommended
RC00000449,Hold transaction,Keep USD 6096.00 held pending fraud-ops review.,recommended
RC00000449,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000449,Write pattern memory,Persist cluster_RING_169 as a future recall signal.,recommended
RC00000450,Manual review,Review USD 5461.50 transaction before release.,recommended
RC00000450,Write risk note,Persist cluster_RING_170 as an elevated-risk signal.,recommended
RC00000451,Manual review,Review USD 799.00 transaction before release.,recommended
RC00000451,Write risk note,Persist cluster_RING_171 as an elevated-risk signal.,recommended
RC00000452,Manual review,Review USD 940.00 transaction before release.,recommended
RC00000452,Write risk note,Persist cluster_RING_172 as an elevated-risk signal.,recommended
RC00000453,Manual review,Review USD 1113.00 transaction before release.,recommended
RC00000453,Write risk note,Persist cluster_RING_173 as an elevated-risk signal.,recommended
RC00000454,Manual review,Review USD 4423.50 transaction before release.,recommended
RC00000454,Write risk note,Persist cluster_RING_174 as an elevated-risk signal.,recommended
RC00000455,Manual review,Review USD 5960.00 transaction before release.,recommended
RC00000455,Write risk note,Persist cluster_RING_175 as an elevated-risk signal.,recommended
RC00000456,Manual review,Review USD 2737.00 transaction before release.,recommended
RC00000456,Write risk note,Persist cluster_RING_176 as an elevated-risk signal.,recommended
RC00000457,Manual review,Review USD 2834.00 transaction before release.,recommended
RC00000457,Write risk note,Persist cluster_RING_177 as an elevated-risk signal.,recommended
RC00000458,Manual review,Review USD 2736.80 transaction before release.,recommended
RC00000458,Write risk note,Persist cluster_RING_178 as an elevated-risk signal.,recommended
RC00000459,Hold transaction,Keep USD 1056.00 held pending fraud-ops review.,recommended
RC00000459,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000459,Write pattern memory,Persist cluster_RING_179 as a future recall signal.,recommended
RC00000460,Manual review,Review USD 1996.50 transaction before release.,recommended
RC00000460,Write risk note,Persist cluster_RING_180 as an elevated-risk signal.,recommended
RC00000461,Manual review,Review USD 2068.00 transaction before release.,recommended
RC00000461,Write risk note,Persist cluster_RING_181 as an elevated-risk signal.,recommended
RC00000462,Manual review,Review USD 1290.00 transaction before release.,recommended
RC00000462,Write risk note,Persist cluster_RING_182 as an elevated-risk signal.,recommended
RC00000463,Manual review,Review USD 1407.00 transaction before release.,recommended
RC00000463,Write risk note,Persist cluster_RING_183 as an elevated-risk signal.,recommended
RC00000464,Manual review,Review USD 3227.00 transaction before release.,recommended
RC00000464,Write risk note,Persist cluster_RING_184 as an elevated-risk signal.,recommended
RC00000465,Manual review,Review USD 3198.00 transaction before release.,recommended
RC00000465,Write risk note,Persist cluster_RING_185 as an elevated-risk signal.,recommended
RC00000466,Manual review,Review USD 3044.80 transaction before release.,recommended
RC00000466,Write risk note,Persist cluster_RING_186 as an elevated-risk signal.,recommended
RC00000467,Manual review,Review USD 2381.50 transaction before release.,recommended
RC00000467,Write risk note,Persist cluster_RING_187 as an elevated-risk signal.,recommended
RC00000468,Manual review,Review USD 2397.00 transaction before release.,recommended
RC00000468,Write risk note,Persist cluster_RING_188 as an elevated-risk signal.,recommended
RC00000469,Manual review,Review USD 2640.00 transaction before release.,recommended
RC00000469,Write risk note,Persist cluster_RING_189 as an elevated-risk signal.,recommended
RC00000470,Manual review,Review USD 2541.00 transaction before release.,recommended
RC00000470,Write risk note,Persist cluster_RING_190 as an elevated-risk signal.,recommended
RC00000471,Manual review,Review USD 5940.00 transaction before release.,recommended
RC00000471,Write risk note,Persist cluster_RING_191 as an elevated-risk signal.,recommended
RC00000472,Manual review,Review USD 5117.00 transaction before release.,recommended
RC00000472,Write risk note,Persist cluster_RING_192 as an elevated-risk signal.,recommended
RC00000473,Manual review,Review USD 4602.00 transaction before release.,recommended
RC00000473,Write risk note,Persist cluster_RING_193 as an elevated-risk signal.,recommended
RC00000474,Manual review,Review USD 4232.80 transaction before release.,recommended
RC00000474,Write risk note,Persist cluster_RING_194 as an elevated-risk signal.,recommended
RC00000475,Manual review,Review USD 3866.50 transaction before release.,recommended
RC00000475,Write risk note,Persist cluster_RING_195 as an elevated-risk signal.,recommended
RC00000476,Manual review,Review USD 3666.00 transaction before release.,recommended
RC00000476,Write risk note,Persist cluster_RING_196 as an elevated-risk signal.,recommended
RC00000477,Manual review,Review USD 2990.00 transaction before release.,recommended
RC00000477,Write risk note,Persist cluster_RING_197 as an elevated-risk signal.,recommended
RC00000478,Manual review,Review USD 2835.00 transaction before release.,recommended
RC00000478,Write risk note,Persist cluster_RING_198 as an elevated-risk signal.,recommended
RC00000479,Hold transaction,Keep USD 14080.00 held pending fraud-ops review.,recommended
RC00000479,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000479,Write pattern memory,Persist cluster_RING_199 as a future recall signal.,recommended
RC00000480,Manual review,Review USD 960.00 transaction before release.,recommended
RC00000480,Write risk note,Persist cluster_RING_140 as an elevated-risk signal.,recommended
RC00000481,Manual review,Review USD 5607.00 transaction before release.,recommended
RC00000481,Write risk note,Persist cluster_RING_141 as an elevated-risk signal.,recommended
RC00000482,Manual review,Review USD 4966.00 transaction before release.,recommended
RC00000482,Write risk note,Persist cluster_RING_142 as an elevated-risk signal.,recommended
RC00000483,Manual review,Review USD 580.80 transaction before release.,recommended
RC00000483,Write risk note,Persist cluster_RING_143 as an elevated-risk signal.,recommended
RC00000484,Manual review,Review USD 4251.50 transaction before release.,recommended
RC00000484,Write risk note,Persist cluster_RING_144 as an elevated-risk signal.,recommended
RC00000485,Manual review,Review USD 3995.00 transaction before release.,recommended
RC00000485,Write risk note,Persist cluster_RING_145 as an elevated-risk signal.,recommended
RC00000486,Manual review,Review USD 3969.00 transaction before release.,recommended
RC00000486,Write risk note,Persist cluster_RING_146 as an elevated-risk signal.,recommended
RC00000487,Hold transaction,Keep USD 21840.00 held pending fraud-ops review.,recommended
RC00000487,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000487,Write pattern memory,Persist cluster_RING_147 as a future recall signal.,recommended
RC00000488,Manual review,Review USD 2580.00 transaction before release.,recommended
RC00000488,Write risk note,Persist cluster_RING_148 as an elevated-risk signal.,recommended
RC00000489,Manual review,Review USD 2484.30 transaction before release.,recommended
RC00000489,Write risk note,Persist cluster_RING_149 as an elevated-risk signal.,recommended
RC00000490,Manual review,Review USD 1197.00 transaction before release.,recommended
RC00000490,Write risk note,Persist cluster_RING_150 as an elevated-risk signal.,recommended
