case_id,score,confidence,narrative,payload_json,resolved_payload_json
RC00000374,56,0.7800,Elevated-risk investigation for RC00000374; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-154"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000375,96,0.9100,High-confidence fraud investigation for RC00000375; keep the transaction held and open dispute workflow.,"{""score"":96,""confidence"":0.91,""ring"":""RING-155"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000376,52,0.7800,Elevated-risk investigation for RC00000376; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-156"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000377,51,0.7800,Elevated-risk investigation for RC00000377; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-157"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000378,51,0.7800,Elevated-risk investigation for RC00000378; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-158"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000379,56,0.7800,Elevated-risk investigation for RC00000379; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-159"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000380,56,0.7800,Elevated-risk investigation for RC00000380; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-160"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000381,88,0.9100,High-confidence fraud investigation for RC00000381; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-161"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000382,55,0.7800,Elevated-risk investigation for RC00000382; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-162"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000383,96,0.9100,High-confidence fraud investigation for RC00000383; keep the transaction held and open dispute workflow.,"{""score"":96,""confidence"":0.91,""ring"":""RING-163"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000384,55,0.7800,Elevated-risk investigation for RC00000384; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-164"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000385,55,0.7800,Elevated-risk investigation for RC00000385; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-165"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000386,54,0.7800,Elevated-risk investigation for RC00000386; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-166"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000387,54,0.7800,Elevated-risk investigation for RC00000387; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-167"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000388,53,0.7800,Elevated-risk investigation for RC00000388; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-168"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000389,53,0.7800,Elevated-risk investigation for RC00000389; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-169"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000390,92,0.9100,High-confidence fraud investigation for RC00000390; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-170"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000391,90,0.9100,High-confidence fraud investigation for RC00000391; keep the transaction held and open dispute workflow.,"{""score"":90,""confidence"":0.91,""ring"":""RING-171"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000392,97,0.9100,High-confidence fraud investigation for RC00000392; keep the transaction held and open dispute workflow.,"{""score"":97,""confidence"":0.91,""ring"":""RING-172"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000393,56,0.7800,Elevated-risk investigation for RC00000393; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-173"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000394,56,0.7800,Elevated-risk investigation for RC00000394; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000395,55,0.7800,Elevated-risk investigation for RC00000395; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-175"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000396,55,0.7800,Elevated-risk investigation for RC00000396; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-176"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000397,55,0.7800,Elevated-risk investigation for RC00000397; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-177"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000398,91,0.9100,High-confidence fraud investigation for RC00000398; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-178"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000399,56,0.7800,Elevated-risk investigation for RC00000399; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000400,89,0.9100,High-confidence fraud investigation for RC00000400; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-180"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000401,57,0.7800,Elevated-risk investigation for RC00000401; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-181"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000402,51,0.7800,Elevated-risk investigation for RC00000402; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-182"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000403,56,0.7800,Elevated-risk investigation for RC00000403; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-183"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000404,56,0.7800,Elevated-risk investigation for RC00000404; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-184"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000405,55,0.7800,Elevated-risk investigation for RC00000405; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-185"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000406,95,0.9100,High-confidence fraud investigation for RC00000406; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-186"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000407,53,0.7800,Elevated-risk investigation for RC00000407; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000408,53,0.7800,Elevated-risk investigation for RC00000408; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-188"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000409,53,0.7800,Elevated-risk investigation for RC00000409; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-189"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000410,57,0.7800,Elevated-risk investigation for RC00000410; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-190"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000411,57,0.7800,Elevated-risk investigation for RC00000411; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000412,53,0.7800,Elevated-risk investigation for RC00000412; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-192"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000413,95,0.9100,High-confidence fraud investigation for RC00000413; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-193"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000414,85,0.9100,High-confidence fraud investigation for RC00000414; keep the transaction held and open dispute workflow.,"{""score"":85,""confidence"":0.91,""ring"":""RING-194"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000415,52,0.7800,Elevated-risk investigation for RC00000415; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-195"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000416,53,0.7800,Elevated-risk investigation for RC00000416; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-196"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000417,53,0.7800,Elevated-risk investigation for RC00000417; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-197"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000418,53,0.7800,Elevated-risk investigation for RC00000418; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-198"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
